1790211785.318570243|book_reviews_cache|threads|7
1790211785.318570243|book_reviews_search|threads|85
1790211785.318570243|book_reviews_mongodb|threads|73
1790211785.318570243|k3d-sa-a4-serverlb|threads|28
1790211785.318570243|k3d-sa-a4-agent-0|threads|313
1790211785.318570243|k3d-sa-a4-server-0|threads|438
1790211785.318570243|k3d-a4-registry|threads|20
1790211785.318570243|book_reviews_nginx_scale|threads|19
1790211785.318570243|book_reviews_app3_scale|threads|56
1790211785.318570243|book_reviews_app1_scale|threads|56
1790211785.318570243|book_reviews_app2_scale|threads|56
1790211785.318570243|proyecto-del-curso-grupo_10_los_inhackeables-db-1|threads|7
1790211790.968765937|book_reviews_cache|threads|7
1790211790.968765937|book_reviews_search|threads|85
1790211790.968765937|book_reviews_mongodb|threads|73
1790211790.968765937|k3d-sa-a4-serverlb|threads|28
1790211790.968765937|k3d-sa-a4-agent-0|threads|313
1790211790.968765937|k3d-sa-a4-server-0|threads|432
1790211790.968765937|k3d-a4-registry|threads|20
1790211790.968765937|book_reviews_nginx_scale|threads|19
1790211790.968765937|book_reviews_app3_scale|threads|56
1790211790.968765937|book_reviews_app1_scale|threads|56
1790211790.968765937|book_reviews_app2_scale|threads|56
1790211790.968765937|proyecto-del-curso-grupo_10_los_inhackeables-db-1|threads|7
1790211796.366237346|book_reviews_cache|threads|7
1790211796.366237346|book_reviews_search|threads|86
1790211796.366237346|book_reviews_mongodb|threads|86
1790211796.366237346|k3d-sa-a4-serverlb|threads|28
1790211796.366237346|k3d-sa-a4-agent-0|threads|313
1790211796.366237346|k3d-sa-a4-server-0|threads|432
1790211796.366237346|k3d-a4-registry|threads|20
1790211796.366237346|book_reviews_nginx_scale|threads|19
1790211796.366237346|book_reviews_app3_scale|threads|56
1790211796.366237346|book_reviews_app1_scale|threads|56
1790211796.366237346|book_reviews_app2_scale|threads|56
1790211796.366237346|proyecto-del-curso-grupo_10_los_inhackeables-db-1|threads|7
1790211802.039712202|book_reviews_cache|threads|7
1790211802.039712202|book_reviews_search|threads|90
1790211802.039712202|book_reviews_mongodb|threads|78
1790211802.039712202|k3d-sa-a4-serverlb|threads|28
1790211802.039712202|k3d-sa-a4-agent-0|threads|313
1790211802.039712202|k3d-sa-a4-server-0|threads|432
1790211802.039712202|k3d-a4-registry|threads|20
1790211802.039712202|book_reviews_nginx_scale|threads|19
1790211802.039712202|book_reviews_app3_scale|threads|56
1790211802.039712202|book_reviews_app1_scale|threads|56
1790211802.039712202|book_reviews_app2_scale|threads|56
1790211802.039712202|proyecto-del-curso-grupo_10_los_inhackeables-db-1|threads|7
1790211807.266133220|book_reviews_cache|threads|7
1790211807.266133220|book_reviews_search|threads|102
1790211807.266133220|book_reviews_mongodb|threads|73
1790211807.266133220|k3d-sa-a4-serverlb|threads|28
1790211807.266133220|k3d-sa-a4-agent-0|threads|314
1790211807.266133220|k3d-sa-a4-server-0|threads|433
1790211807.266133220|k3d-a4-registry|threads|20
1790211807.266133220|book_reviews_nginx_scale|threads|19
1790211807.266133220|book_reviews_app3_scale|threads|56
1790211807.266133220|book_reviews_app1_scale|threads|56
1790211807.266133220|book_reviews_app2_scale|threads|56
1790211807.266133220|proyecto-del-curso-grupo_10_los_inhackeables-db-1|threads|8
1790211813.707693903|book_reviews_cache|threads|7
1790211813.707693903|book_reviews_search|threads|105
1790211813.707693903|book_reviews_mongodb|threads|72
1790211813.707693903|k3d-sa-a4-serverlb|threads|28
1790211813.707693903|k3d-sa-a4-agent-0|threads|314
1790211813.707693903|k3d-sa-a4-server-0|threads|439
1790211813.707693903|k3d-a4-registry|threads|20
1790211813.707693903|book_reviews_nginx_scale|threads|19
1790211813.707693903|book_reviews_app3_scale|threads|56
1790211813.707693903|book_reviews_app1_scale|threads|56
1790211813.707693903|book_reviews_app2_scale|threads|56
1790211813.707693903|proyecto-del-curso-grupo_10_los_inhackeables-db-1|threads|7
1790211819.500699384|book_reviews_cache|threads|7
1790211819.500699384|book_reviews_search|threads|105
1790211819.500699384|book_reviews_mongodb|threads|72
1790211819.500699384|k3d-sa-a4-serverlb|threads|28
1790211819.500699384|k3d-sa-a4-agent-0|threads|314
1790211819.500699384|k3d-sa-a4-server-0|threads|433
1790211819.500699384|k3d-a4-registry|threads|20
1790211819.500699384|book_reviews_nginx_scale|threads|19
1790211819.500699384|book_reviews_app3_scale|threads|56
1790211819.500699384|book_reviews_app1_scale|threads|56
1790211819.500699384|book_reviews_app2_scale|threads|56
1790211819.500699384|proyecto-del-curso-grupo_10_los_inhackeables-db-1|threads|7
