uid,status,bytes,seconds
0,200,66069,0.084992
1,200,66069,0.071313
2,200,66069,0.057962
3,200,66069,0.069882
4,200,66069,0.114481
5,200,66069,0.070257
6,200,66069,0.104772
7,200,66069,0.071326
8,200,66069,0.063064
9,200,66069,0.079026
10,200,66069,0.075960
11,200,66069,0.059706
12,200,66069,0.092192
13,200,66069,0.095166
14,200,66069,0.087420
15,200,66069,0.112032
16,200,66069,0.145648
17,200,66069,0.091148
18,200,66069,0.065705
19,200,66069,0.053882
20,200,66069,0.051131
21,200,66069,0.058929
22,200,66069,0.035141
23,200,66069,0.071744
24,200,66069,0.076346
25,200,66069,0.067200
26,200,66069,0.081512
27,200,66069,0.100754
28,200,66069,0.094120
29,200,66069,0.079770
30,200,66069,0.045127
31,200,66069,0.080807
32,200,66069,0.079032
33,200,66069,0.071496
34,200,66069,0.075234
35,200,66069,0.094384
36,200,66069,0.089231
37,200,66069,0.096097
38,200,66069,0.059989
39,200,66069,0.075670
40,200,66069,0.062636
41,200,66069,0.082723
42,200,66069,0.075475
43,200,66069,0.062736
44,200,66069,0.080924
45,200,66069,0.073630
46,200,66069,0.069313
47,200,66069,0.060694
48,200,66069,0.088209
49,200,66069,0.069627
50,200,66069,0.068131
51,200,66069,0.043724
52,200,66069,0.075936
53,200,66069,0.079031
54,200,66069,0.042743
55,200,66069,0.040316
56,200,66069,0.064329
57,200,66069,0.065132
58,200,66069,0.063782
59,200,66069,0.073950
60,200,66069,0.047183
61,200,66069,0.069828
62,200,66069,0.058577
63,200,66069,0.060302
64,200,66069,0.106970
65,200,66069,0.053358
66,200,66069,0.078273
67,200,66069,0.065488
68,200,66069,0.045199
69,200,66069,0.064796
70,200,66069,0.037882
71,200,66069,0.062703
72,200,66069,0.053442
73,200,66069,0.059634
74,200,66069,0.053634
75,200,66069,0.084582
76,200,66069,0.073549
77,200,66069,0.064935
78,200,66069,0.075001
79,200,66069,0.072417
80,200,66069,0.073464
81,200,66069,0.085850
82,200,66069,0.064006
83,200,66069,0.054856
84,200,66069,0.086733
85,200,66069,0.078780
86,200,66069,0.097685
87,200,66069,0.055306
88,200,66069,0.072734
89,200,66069,0.054984
90,200,66069,0.067455
91,200,66069,0.054723
92,200,66069,0.108725
93,200,66069,0.079454
94,200,66069,0.061901
95,200,66069,0.073126
96,200,66069,0.091225
97,200,66069,0.057388
98,200,66069,0.068162
99,200,66069,0.063805
100,200,66069,0.051285
101,200,66069,0.080419
102,200,66069,0.072840
103,200,66069,0.098598
104,200,66069,0.033255
105,200,66069,0.042755
106,200,66069,0.079978
107,200,66069,0.080028
108,200,66069,0.059081
109,200,66069,0.057337
110,200,66069,0.070181
111,200,66069,0.060112
112,200,66069,0.112972
113,200,66069,0.085597
114,200,66069,0.058034
115,200,66069,0.084510
116,200,66069,0.072653
117,200,66069,0.071427
118,200,66069,0.047907
119,200,66069,0.051571
120,200,66069,0.069205
121,200,66069,0.060433
122,200,66069,0.070602
123,200,66069,0.069084
124,200,66069,0.045608
125,200,66069,0.080305
126,200,66069,0.072374
127,200,66069,0.056979
