1790211609.947018023|proyecto-del-curso-grupo_10_los_inhackeables-db-1|0.00%|11.84MiB / 7.406GiB|6
1790211617.728708512|book_reviews_app_full|1.54%|141MiB / 7.406GiB|55
1790211617.728708512|k3d-sa-a4-serverlb|0.00%|8.996MiB / 7.406GiB|27
1790211617.728708512|k3d-sa-a4-agent-0|12.58%|1.292GiB / 7.406GiB|308
1790211617.728708512|k3d-sa-a4-server-0|14.76%|1.316GiB / 7.406GiB|431
1790211617.728708512|k3d-a4-registry|0.00%|10.89MiB / 7.406GiB|19
1790211617.728708512|book_reviews_cache|4.47%|8.027MiB / 7.406GiB|6
1790211617.728708512|book_reviews_mongodb|43.32%|100.9MiB / 7.406GiB|83
1790211617.728708512|book_reviews_search|0.64%|815.1MiB / 7.406GiB|140
1790211617.728708512|book_reviews_nginx_scale|98.96%|31.77MiB / 7.406GiB|18
1790211617.728708512|book_reviews_app3_scale|102.42%|105.9MiB / 7.406GiB|55
1790211617.728708512|book_reviews_app1_scale|111.03%|120.1MiB / 7.406GiB|55
1790211617.728708512|book_reviews_app2_scale|97.93%|106.1MiB / 7.406GiB|55
1790211617.728708512|proyecto-del-curso-grupo_10_los_inhackeables-db-1|0.11%|47.53MiB / 7.406GiB|6
1790211624.874188281|book_reviews_app_full|0.62%|140.5MiB / 7.406GiB|55
1790211624.874188281|k3d-sa-a4-serverlb|0.00%|8.898MiB / 7.406GiB|27
1790211624.874188281|k3d-sa-a4-agent-0|6.91%|1.307GiB / 7.406GiB|308
1790211624.874188281|k3d-sa-a4-server-0|13.60%|1.233GiB / 7.406GiB|431
1790211624.874188281|k3d-a4-registry|0.00%|14.95MiB / 7.406GiB|19
1790211624.874188281|book_reviews_cache|6.65%|4.77MiB / 7.406GiB|6
1790211624.874188281|book_reviews_mongodb|73.73%|71.85MiB / 7.406GiB|83
1790211624.874188281|book_reviews_search|2.86%|817.5MiB / 7.406GiB|140
1790211624.874188281|book_reviews_nginx_scale|145.59%|31.75MiB / 7.406GiB|18
1790211624.874188281|book_reviews_app3_scale|142.03%|107MiB / 7.406GiB|55
1790211624.874188281|book_reviews_app1_scale|136.46%|117.7MiB / 7.406GiB|55
1790211624.874188281|book_reviews_app2_scale|129.72%|103.5MiB / 7.406GiB|55
1790211624.874188281|proyecto-del-curso-grupo_10_los_inhackeables-db-1|0.00%|28.66MiB / 7.406GiB|6
